fold,val_accuracy,val_loss
1,89.83451536643027,0.2947858406437768
2,91.60756501182033,0.24926364973739343
3,92.3076923076923,0.23173574496198585
4,91.12426035502959,0.2674879795975155
5,91.47928994082841,0.2582484682401021
