fold,val_accuracy,val_loss
1,68.5579196217494,0.6188998409995327
2,62.529550827423165,0.6437554679535054
3,66.03550295857988,0.6066119770208994
4,61.06508875739645,0.6181149460651256
5,68.87573964497041,0.5878788762622409
