fold,val_accuracy,val_loss
1,46.808510638297875,0.5577599925023539
2,49.1725768321513,0.5851352468684867
3,51.005917159763314,0.5327565945960857
4,48.75739644970414,0.5515017056906665
5,50.17751479289941,0.5481637274777448
