fold,val_accuracy,val_loss
1,91.84397163120568,0.24403139231381593
2,92.08037825059101,0.24072612159781986
3,92.3076923076923,0.2533258828851912
4,90.88757396449704,0.2628299119295897
5,90.6508875739645,0.2607395792448962
